t_ms,adc,p_kpa,pump
10474,957,2.810822,0
10484,944,0.983795,0
10494,943,0.843239,0
10504,939,0.281082,0
10514,940,0.421631,0
10524,944,0.983795,0
10534,944,0.983795,0
10544,944,0.983795,0
10554,946,1.26487,0
10564,942,0.702713,0
10574,938,0.140533,0
10584,942,0.702713,0
10594,939,0.281082,0
10604,943,0.843239,0
10614,933,-0.562157,0
10624,935,-0.281082,0
10634,937,0,0
10644,947,1.405426,0
10654,946,1.26487,0
10664,942,0.702713,0
10674,946,1.26487,0
10684,945,1.124344,0
10694,937,0,0
10704,936,-0.140526,0
10714,937,0,0
10724,936,-0.140526,0
10734,942,0.702713,0
10744,943,0.843239,0
10754,948,1.545952,0
10764,944,0.983795,0
10774,941,0.562164,0
10784,942,0.702713,0
10794,942,0.702713,0
10804,934,-0.421631,0
10814,940,0.421631,0
10824,938,0.140533,0
10834,947,1.405426,0
10844,938,0.140533,0
10854,941,0.562164,0
10864,932,-0.702713,0
10874,930,-0.983788,0
10884,936,-0.140526,0
10894,935,-0.281082,0
10904,938,0.140533,0
10914,933,-0.562157,0
10924,935,-0.281082,0
10934,937,0,0
10944,941,0.562164,0
10954,949,1.686508,0
10964,942,0.702713,0
10974,943,0.843239,0
10984,937,0,0
10994,942,0.702713,0
11004,940,0.421631,0
11014,937,0,0
11024,941,0.562164,0
11034,943,0.843239,0
11044,940,0.421631,0
11054,935,-0.281082,0
11064,940,0.421631,0
11074,944,0.983795,0
11084,945,1.124344,0
11094,950,1.827034,0
11104,942,0.702713,0
11114,945,1.124344,0
11124,942,0.702713,0
11134,947,1.405426,0
11144,941,0.562164,0
11154,946,1.26487,0
11164,940,0.421631,0
11174,939,0.281082,0
11184,936,-0.140526,0
11194,940,0.421631,0
11204,943,0.843239,0
11214,943,0.843239,0
11224,944,0.983795,0
11234,945,1.124344,0
11244,945,1.124344,0
11254,947,1.405426,0
11264,949,1.686508,0
11274,945,1.124344,0
11284,945,1.124344,0
11294,935,-0.281082,0
11304,946,1.26487,0
11314,951,1.967583,0
11324,940,0.421631,0
11334,947,1.405426,0
11344,946,1.26487,0
11354,937,0,0
11364,947,1.405426,0
11374,947,1.405426,0
11384,949,1.686508,0
11394,945,1.124344,0
11404,938,0.140533,0
11414,947,1.405426,0
11424,943,0.843239,0
11434,943,0.843239,0
11444,943,0.843239,0
11454,943,0.843239,0
11464,946,1.26487,0
11474,950,1.827034,0
11484,942,0.702713,0
11494,952,2.108116,0
11504,934,-0.421631,0
11514,931,-0.843239,0
11524,947,1.405426,0
11534,937,0,0
11544,938,0.140533,0
11554,937,0,0
11564,936,-0.140526,0
11574,939,0.281082,0
11584,955,2.529747,0
11594,952,2.108116,0
11604,954,2.389214,0
11614,946,1.26487,0
11624,936,-0.140526,0
11634,938,0.140533,0
11644,934,-0.421631,0
11654,937,0,0
11664,932,-0.702713,0
11674,943,0.843239,0
11684,937,0,0
11694,948,1.545952,0
11704,941,0.562164,0
11714,941,0.562164,0
11724,935,-0.281082,0
11734,945,1.124344,0
11744,949,1.686508,0
11754,948,1.545952,0
11764,943,0.843239,0
11774,939,0.281082,0
11784,940,0.421631,0
11794,937,0,0
11804,943,0.843239,0
11814,943,0.843239,0
11824,938,0.140533,0
11834,944,0.983795,0
11844,945,1.124344,0
11854,943,0.843239,0
11864,945,1.124344,0
11874,943,0.843239,0
11884,934,-0.421631,0
11894,946,1.26487,0
11904,938,0.140533,0
11914,938,0.140533,0
